Account,Business Name,Address,City,State,Postal Code,Country,Storecode,Tags,Reviewer Name,Review,Rating,Date Posted,Reply,Date Replied,Vendor,URL
synergyhlthcr-avardis,Woodstock Valley Health and Rehabilitation,803 South Main Street,Woodstock,VA,22664-1125,US,2660,,KArma and Hayley Jett,,5,11/10/2025,,,gmb,https://maps.google.com/maps?cid=14295004318862757625
synergyhlthcr-avardis,Jamestown Health and Rehabilitation,1811 Jamestown Rd,Williamsburg,VA,23185-2326,US,2658,,Diane Pagels,"I enjoyed the staff who worked with my husband. The staff names are Blair Jones, April Larkins and Jewel Gaitling. My husband discharges today and I was impressed with his stay.",5,11/10/2025,Many thanks for the 5-star review! We truly appreciate your feedback.,11/12/2025,gmb,https://maps.google.com/maps?cid=2496657677262714810
synergyhlthcr-avardis,Willowbrook Rehabilitation and Care,333 E Lee Ave,Yadkinville,NC,27055-8132,US,2564,,Kim,,1,11/8/2025,,,gmb,https://maps.google.com/maps?cid=13181415108160796263
synergyhlthcr-avardis,The Pavilion at St. Luke Village,1000 Stacie Drive,Hazelton,PA,18201-5689,US,2605,,Nancy Matyas,I was talking to a residents husband and he was happy with the service he spoke highly of a cna that always helps his wife,5,11/7/2025,Many thanks for the 5-star review! We truly appreciate your feedback.,11/12/2025,gmb,https://maps.google.com/maps?cid=9560539739024854864
synergyhlthcr-avardis,Westwood Health and Rehabilitation,625 Ashland St,Archdale,NC,27263-2943,US,2552,,Chas,This place has been a Godsend for me and my family. Over the 11 months they have provided care and rehab to my little cousin. Meredith P. has been so helpful and keeps the lines of communication open at all times. Words cant express my gratitude.,5,11/7/2025,Many thanks for the 5-star review! We truly appreciate your feedback.,11/12/2025,gmb,https://maps.google.com/maps?cid=8729691537125028428
synergyhlthcr-avardis,Westwood Health and Rehabilitation,625 Ashland St,Archdale,NC,27263-2943,US,2552,,Greg Commander,Great staff especially Meredith Page. She's always more than willing to assist.,5,11/7/2025,Many thanks for the 5-star review! We truly appreciate your feedback.,11/12/2025,gmb,https://maps.google.com/maps?cid=8729691537125028428
synergyhlthcr-avardis,Westwood Health and Rehabilitation,625 Ashland St,Archdale,NC,27263-2943,US,2552,,Leacha Barnette,"Meredith Page has been an outstanding resource for my nephew who resides there and an excellent resouce for my family. She has been the rock and the clue for my nephew and my family to ensure he continues to get his healthcare needs. She is extremely professional, responsive, resourceful, caring, and attentive to my nephew and our family.

I truly appreciate all she has done and continues to do for my nephew. We need more people like her to work in the healthcare field. I can never thank Meredith enough! Thank you! Thank you! Thank you Meridith! 😊
Leacha Barnette",5,11/7/2025,Many thanks for the 5-star review! We truly appreciate your feedback.,11/12/2025,gmb,https://maps.google.com/maps?cid=8729691537125028428
synergyhlthcr-avardis,The Pavilion at St. Luke Village,1000 Stacie Drive,Hazelton,PA,18201-5689,US,2605,,Cassie Martuscelli,Proud to be part of this team. They are resident centered and go above and beyond each day to ensure all residents are taken care of.,5,11/6/2025,Many thanks for the 5-star review! We truly appreciate your feedback.,11/12/2025,gmb,https://maps.google.com/maps?cid=9560539739024854864
synergyhlthcr-avardis,Courtyard Health and Rehabilitation,501 S Locust St,McComb,MS,39648-4336,US,2506,,kaitlynn 937,"amazing service, they got my father in at lightning speed and are just so caring i’m way happier with this place and this experience",5,11/6/2025,Many thanks for the 5-star review! We truly appreciate your feedback.,11/12/2025,gmb,https://maps.google.com/maps?cid=15418050129558257653
synergyhlthcr-avardis,Jamestown Health and Rehabilitation,1811 Jamestown Rd,Williamsburg,VA,23185-2326,US,2658,,katie bacon,"After a bad fall and a hospital stay, we knew my mother was going to be in need of a stay in a rehabilitation facility.  My family and I called several facilities and Jamestown Health and Rehabilitation answered the phone every time sand was able to answer all of our questions.  We were able to have a private room and a family member was able to stay at the facility the entire time.  The few concerns we had of the room were addressed immediately and corrected.  The nurses were so helpful and comforting during our stay.  The physical therapy was so useful and important in getting our mother stronger while staying at Jamestown Health and Rehabilitation.  Our mom learned skills that she took home with her with the occupational therapy and the speech therapist helped our mom become more focused, after the fall.  We are now home and our in home health physical therapist was impressed by the exercises that Barry at Jamestown Health and Rehabilitation had given my mother.  I would recommend Jamestown Health and Rehabilitation to other families with loved ones, who need a place to recover after a tragic event.  Thank you to all at Jamestown Health and Rehabilitation!",5,11/6/2025,Many thanks for the 5-star review! We truly appreciate your feedback.,11/12/2025,gmb,https://maps.google.com/maps?cid=2496657677262714810
synergyhlthcr-avardis,Hibriten Mountain Nursing and Rehabilitation,2030 Harper Ave NW,Lenoir,NC,28645-4953,US,2557,,Leslie Barnes,Such a great facility the Nurse Annette Pearce is a wonderful nurse and so compassionate about the care she gives her residents and their families,5,11/5/2025,Many thanks for the 5-star review! We truly appreciate your feedback.,11/12/2025,gmb,https://maps.google.com/maps?cid=11623040022405330618
synergyhlthcr-avardis,Hilltop Manor Health and Rehabilitation,101 Kirkland St,Union,MS,39365-3205,US,2501,,Marlana C,"The staff are friendly,  caring and very informative. They notified me when anything that needed to be addressed about his appointments or his condition. I didn’t have to wonder or worry about him.",5,11/5/2025,Many thanks for the 5-star review! We truly appreciate your feedback.,11/12/2025,gmb,https://maps.google.com/maps?cid=16672777635584569979
synergyhlthcr-avardis,The Manor at St. Luke Village,1711 East Broad Street,Hazelton,PA,18201-5697,US,2604,,Chris B,Great place! Caring staff. Clean facility,5,11/4/2025,Many thanks for the 5-star review! We truly appreciate your feedback.,11/12/2025,gmb,https://maps.google.com/maps?cid=15792902854454127792
synergyhlthcr-avardis,The Manor at St. Luke Village,1711 East Broad Street,Hazelton,PA,18201-5697,US,2604,,Amanda Pascoe,,5,11/4/2025,Many thanks for your 5-star review!!!,10/21/2025,gmb,https://maps.google.com/maps?cid=15792902854454127792
synergyhlthcr-avardis,The Manor at St. Luke Village,1711 East Broad Street,Hazelton,PA,18201-5697,US,2604,,Michael Hydock,The best people I have ever delt with especially with the office and explaining all the paperwork.  Very good response from the nurses all was a good response.  sincerely,5,11/4/2025,Many thanks for the 5-star review! We truly appreciate your feedback.,11/12/2025,gmb,https://maps.google.com/maps?cid=15792902854454127792
synergyhlthcr-avardis,Starkville Manor Health Care and Rehabilitation,1001 Hospital Rd,Starkville,MS,39759-2125,US,2503,,Simone Patton,Very wonderful place! Staff are very punctual with handling requests. Residents are always groomed nicely. Highly recommend!,5,11/4/2025,Many thanks for the 5-star review! We truly appreciate your feedback.,11/12/2025,gmb,https://maps.google.com/maps?cid=10689748702764398361
synergyhlthcr-avardis,Skyline Nursing and Rehabilitation,237 Franklin Pike SE,Floyd,VA,24091-2893,US,2657,,Susan Cordell,"The staff is fantastic! They are compassionate and patient. My parent is not an easy person to care for, but she truly enjoys the staff here. My 4 stars is because the facility is dated and I wish they would/could update it.",4,11/3/2025,We're so pleased to hear that your parent felt welcomed and at home. Creating a warm and inclusive environment is central to our values. Thank you for sharing your experience and being part of our extended family!  ,11/12/2025,gmb,https://maps.google.com/maps?cid=6952069171432930945
synergyhlthcr-avardis,Ghent Health and Rehabilitation,3900 Llewellyn Ave,Norfolk,VA,23504-1203,US,2655,,Ticia Carter,The turn around on management is amazing as well!,5,11/3/2025,Many thanks for the 5-star review! We truly appreciate your feedback.,11/12/2025,gmb,https://maps.google.com/maps?cid=10233776105323789694
synergyhlthcr-avardis,Courtyard Health and Rehabilitation,501 S Locust St,McComb,MS,39648-4336,US,2506,,Matt Brumfield,"Great nursing staff ! Their activity department is awesome, and their therapy department has produced so many success stories in the Community.",5,11/2/2025,Many thanks for the 5-star review! We truly appreciate your feedback.,11/12/2025,gmb,https://maps.google.com/maps?cid=15418050129558257653
synergyhlthcr-avardis,Biltmore Haven Nursing and Rehabilitation,3864 Sweeten Creek Rd,Arden,NC,28704-3136,US,2561,,vickie warner,My husband was there for rehab. Just one week and there were many issues and lots of red flags. Would never recommend.,1,11/2/2025,"We're truly sorry to hear that your experience did not reflect the standard of care we aim to deliver. We are committed to a culture of accountability, where every voice matters, especially those of the families we serve. Your feedback is invaluable and will be shared with our leadership team to help us do better.",11/13/2025,gmb,https://maps.google.com/maps?cid=16957879690051259397
synergyhlthcr-avardis,King's Daughters Community Health and Rehabilitation,1410 N Augusta St,Staunton,VA,24401-2401,US,2653,,William H. Tuning,,1,10/31/2025,,,gmb,https://maps.google.com/maps?cid=11489819334989089200
synergyhlthcr-avardis,Starkville Manor Health Care and Rehabilitation,1001 Hospital Rd,Starkville,MS,39759-2125,US,2503,,Olivia,The best Administrator and facility in Starkville!,5,10/31/2025,Many thanks for the 5-star review! We truly appreciate your feedback.,11/12/2025,gmb,https://maps.google.com/maps?cid=10689748702764398361
synergyhlthcr-avardis,Willowbrook Rehabilitation and Care,333 E Lee Ave,Yadkinville,NC,27055-8132,US,2564,,Elizabeth Brooks,I have been at Willowbrook 3 different times now and the staff has been so good to me. Everyone that I have  worked with in Therapy are so good wanting you to succeed and be able to get back home. God bless these people,4,10/31/2025,,,gmb,https://maps.google.com/maps?cid=13181415108160796263
synergyhlthcr-avardis,Willowbrook Rehabilitation and Care,333 E Lee Ave,Yadkinville,NC,27055-8132,US,2564,,Coleen Anderson,"Responsive leadership, amazing rehab and a very caring memory care unit.",5,10/31/2025,Many thanks for the 5-star review! We truly appreciate your feedback.,11/12/2025,gmb,https://maps.google.com/maps?cid=13181415108160796263
synergyhlthcr-avardis,Windsor Grove Health and Rehabilitation,23352 Courthouse Hwy,Windsor,VA,23487-5333,US,2659,,Lindsay Hill,,5,10/30/2025,,,gmb,https://maps.google.com/maps?cid=2890239000189666972
synergyhlthcr-avardis,Windsor Grove Health and Rehabilitation,23352 Courthouse Hwy,Windsor,VA,23487-5333,US,2659,,Aaliyah Martin,"Very welcoming place to work, from the minute you walk in you’re greeted with smiles from everyone.
Very welcoming staff, and a clean environment!",5,10/30/2025,Many thanks for the 5-star review! We truly appreciate your feedback.,11/12/2025,gmb,https://maps.google.com/maps?cid=2890239000189666972
synergyhlthcr-avardis,Windsor Grove Health and Rehabilitation,23352 Courthouse Hwy,Windsor,VA,23487-5333,US,2659,,Rebekah Cook,I’ve worked here almost 6 years and I love my residents they are all apart of my family I love being a CNA,5,10/30/2025,Many thanks for the 5-star review! We truly appreciate your feedback.,11/12/2025,gmb,https://maps.google.com/maps?cid=2890239000189666972
synergyhlthcr-avardis,Windsor Grove Health and Rehabilitation,23352 Courthouse Hwy,Windsor,VA,23487-5333,US,2659,,zahkira whitley,"Windsor Grove provides good care and a comfortable environment for residents. The staff are kind and attentive, and the facility stays clean.",5,10/30/2025,Many thanks for the 5-star review! We truly appreciate your feedback.,11/12/2025,gmb,https://maps.google.com/maps?cid=2890239000189666972
synergyhlthcr-avardis,Windsor Grove Health and Rehabilitation,23352 Courthouse Hwy,Windsor,VA,23487-5333,US,2659,,Sherry Bennett,"You feel safe and secure here, I know because I chose to live here. Theres lots of love here,
so you really feel at home!!
Come and join us, you'll love it here",5,10/30/2025,Many thanks for the 5-star review! We truly appreciate your feedback.,11/12/2025,gmb,https://maps.google.com/maps?cid=2890239000189666972
synergyhlthcr-avardis,Windsor Grove Health and Rehabilitation,23352 Courthouse Hwy,Windsor,VA,23487-5333,US,2659,,aaliyah martin,Very wonderful place and smiley staff and great residents,5,10/30/2025,Many thanks for the 5-star review! We truly appreciate your feedback.,11/12/2025,gmb,https://maps.google.com/maps?cid=2890239000189666972
synergyhlthcr-avardis,Windsor Grove Health and Rehabilitation,23352 Courthouse Hwy,Windsor,VA,23487-5333,US,2659,,Christian Cunningham,Very great establishment,5,10/30/2025,Many thanks for the 5-star review! We truly appreciate your feedback.,11/12/2025,gmb,https://maps.google.com/maps?cid=2890239000189666972
synergyhlthcr-avardis,Windsor Grove Health and Rehabilitation,23352 Courthouse Hwy,Windsor,VA,23487-5333,US,2659,,Seneca Senni “NorthStar” Mitchell,,5,10/30/2025,,,gmb,https://maps.google.com/maps?cid=2890239000189666972
synergyhlthcr-avardis,Willowbrook Rehabilitation and Care,333 E Lee Ave,Yadkinville,NC,27055-8132,US,2564,,Terri Hollomon,"I highly recommend Willowbrook Rehabilitation and Care. On October 1 my husband, Jim, was moved to Willowbrook from another facility. He is in the Memory Care unit. I was initially opposed to this move because of it being so confusing for him. On October 2 he became very sick and I honestly thought that he was going to die. The team of nurses, CNA’s, nurse practitioner stepped in immediately and went to work on him. I truly believe that he is alive today because of their quick actions and excellent care. He rallied in several days and is now doing fine. I am so very thankful that he is at Willowbrook where he received the love snd care that he needed. Everyone there are true caregivers. God bless them all .",5,10/30/2025,Many thanks for the 5-star review! We truly appreciate your feedback.,11/12/2025,gmb,https://maps.google.com/maps?cid=13181415108160796263
synergyhlthcr-avardis,Windsor Grove Health and Rehabilitation,23352 Courthouse Hwy,Windsor,VA,23487-5333,US,2659,,Donnell Robinson,,5,10/30/2025,,,gmb,https://maps.google.com/maps?cid=2890239000189666972
synergyhlthcr-avardis,Windsor Grove Health and Rehabilitation,23352 Courthouse Hwy,Windsor,VA,23487-5333,US,2659,,silas kea,Windsor Grove is a great facility for skilled and for long term care.  The staff is friendly and helpful.  The therapy team is great in getting skilled residents home and working with long term care residents to maintain their independence.,5,10/30/2025,Many thanks for the 5-star review! We truly appreciate your feedback.,11/12/2025,gmb,https://maps.google.com/maps?cid=2890239000189666972
synergyhlthcr-avardis,Windsor Grove Health and Rehabilitation,23352 Courthouse Hwy,Windsor,VA,23487-5333,US,2659,,Chris Everette,,5,10/30/2025,,,gmb,https://maps.google.com/maps?cid=2890239000189666972
synergyhlthcr-avardis,Windsor Grove Health and Rehabilitation,23352 Courthouse Hwy,Windsor,VA,23487-5333,US,2659,,Ashley Irwin,Love working with my coworkers. We've got a great team.,5,10/30/2025,,,gmb,https://maps.google.com/maps?cid=2890239000189666972
synergyhlthcr-avardis,Windsor Grove Health and Rehabilitation,23352 Courthouse Hwy,Windsor,VA,23487-5333,US,2659,,WINDSOR NURSING & REHAB CTR,"Windsor  Grove has improved, offering higher pay a lot of  nurses  and cna's with in house experiences caring for your love ones. I have had several family members as residents in the past. They did well in taking care of them. Our residents enjoys the food, 30% wants large portions.",5,10/30/2025,Many thanks for the 5-star review! We truly appreciate your feedback.,11/12/2025,gmb,https://maps.google.com/maps?cid=2890239000189666972
synergyhlthcr-avardis,Windsor Grove Health and Rehabilitation,23352 Courthouse Hwy,Windsor,VA,23487-5333,US,2659,,Gloria Batten,A great place to enjoy thankful Thursday ‘s and meetings good team members,4,10/30/2025,,,gmb,https://maps.google.com/maps?cid=2890239000189666972
synergyhlthcr-avardis,Windsor Grove Health and Rehabilitation,23352 Courthouse Hwy,Windsor,VA,23487-5333,US,2659,,Lauren Joyner,,5,10/30/2025,,,gmb,https://maps.google.com/maps?cid=2890239000189666972
synergyhlthcr-avardis,Windsor Grove Health and Rehabilitation,23352 Courthouse Hwy,Windsor,VA,23487-5333,US,2659,,Roy Hill,,5,10/30/2025,,,gmb,https://maps.google.com/maps?cid=2890239000189666972
synergyhlthcr-avardis,Windsor Grove Health and Rehabilitation,23352 Courthouse Hwy,Windsor,VA,23487-5333,US,2659,,Christine Hill,"A wonderful facility for short term rehabilitation to get you back on your feet, or  long term health care. It takes the hearts of caring staff like Lindsay in admissions to open the doors to the community and begin the healing process, and care for our loved ones.",5,10/30/2025,Many thanks for the 5-star review! We truly appreciate your feedback.,11/12/2025,gmb,https://maps.google.com/maps?cid=2890239000189666972
synergyhlthcr-avardis,Crown Haven Health and Rehabilitation,620 Tom Hunter Rd,Charlotte,NC,28213-5511,US,2558,,Kathy G,I never leave reviews but this needs to be said. This place is disgusting. I wouldn’t admit my dog to this facility. The roach infestation is out of this world. Management is unprofessional. They come in looking like they rolled out of bed and didn’t wash the manager with the botched butt job always has a nonchalant unpleasant demeanor but at least she looks like she washes. The ice machine has been broken for several months as told by one of the employees who also said they are constantly under investigation for abuse. The cnas are overworked and under appreciated. I appreciate the ones that try effort. They tried to change their name but look up HunterWoods and you’ll see who they really are. New name same mess. Run!,1,10/29/2025,"We're truly sorry to hear that your experience did not reflect the standard of care we aim to deliver. We are committed to a culture of accountability, where every voice matters, especially those of the families we serve. Your feedback is invaluable and will be shared with our leadership team to help us do better.",11/13/2025,gmb,https://maps.google.com/maps?cid=11657639674393206308
synergyhlthcr-avardis,Ashland Nursing and Rehabilitation,906 Thompson Street,Ashland,VA,23005-1128,US,2650,,Emani Hayes,Brielle is such a delight and I really enjoyed speaking with her! Need more people in the world like her!,5,10/29/2025,Many thanks for the 5-star review! We truly appreciate your feedback.,11/12/2025,gmb,https://maps.google.com/maps?cid=11144595113974665893
synergyhlthcr-avardis,Oak Grove Healthcare,518 Old US 221 N Hwy,Rutherfordton,NC,28139,US,2560,,Taylor Childress,,5,10/29/2025,,,gmb,https://maps.google.com/maps?cid=4663812526415986294
synergyhlthcr-avardis,Oak Grove Healthcare,518 Old US 221 N Hwy,Rutherfordton,NC,28139,US,2560,,Diesel Man,,5,10/29/2025,,,gmb,https://maps.google.com/maps?cid=4663812526415986294
synergyhlthcr-avardis,Oak Grove Healthcare,518 Old US 221 N Hwy,Rutherfordton,NC,28139,US,2560,,Millie Woods,,5,10/29/2025,,,gmb,https://maps.google.com/maps?cid=4663812526415986294
synergyhlthcr-avardis,Oak Grove Healthcare,518 Old US 221 N Hwy,Rutherfordton,NC,28139,US,2560,,Grayson Hill,,5,10/29/2025,,,gmb,https://maps.google.com/maps?cid=4663812526415986294
synergyhlthcr-avardis,Oak Grove Healthcare,518 Old US 221 N Hwy,Rutherfordton,NC,28139,US,2560,,Kori White,,5,10/29/2025,,,gmb,https://maps.google.com/maps?cid=4663812526415986294
synergyhlthcr-avardis,Ashland Nursing and Rehabilitation,906 Thompson Street,Ashland,VA,23005-1128,US,2650,,Lyrik Johnson,,5,10/29/2025,,,gmb,https://maps.google.com/maps?cid=11144595113974665893
synergyhlthcr-avardis,Ghent Health and Rehabilitation,3900 Llewellyn Ave,Norfolk,VA,23504-1203,US,2655,,cheyenne loisel,Ghent Health and Rehab is a wonderful place and I love the people who work there! :),5,10/29/2025,Many thanks for the 5-star review! We truly appreciate your feedback.,11/12/2025,gmb,https://maps.google.com/maps?cid=10233776105323789694
synergyhlthcr-avardis,Willowbrook Rehabilitation and Care,333 E Lee Ave,Yadkinville,NC,27055-8132,US,2564,,Koko Borkowski,"I highly recommend this facility due to its exceptional family-oriented approach, outstanding medical professionals, and commitment to delivering high-quality care. The staff at Hickory Hall and the front unit consistently respond promptly to patient call lights, demonstrating exceptional work ethic. The teamwork displayed by the staff is impressive, prioritizing patient needs and desires above all else. The staff genuinely cares for their patients, treating them like family, making this facility highly commendable.",5,10/28/2025,Many thanks for the 5-star review! We truly appreciate your feedback.,11/12/2025,gmb,https://maps.google.com/maps?cid=13181415108160796263
synergyhlthcr-avardis,Willowbrook Rehabilitation and Care,333 E Lee Ave,Yadkinville,NC,27055-8132,US,2564,,Cheryl Garr,"Had to give a five star review to a 5 Star Center! The admission team is top-notch. Robby, thank you for going above and beyond.",5,10/28/2025,Many thanks for the 5-star review! We truly appreciate your feedback.,11/12/2025,gmb,https://maps.google.com/maps?cid=13181415108160796263
synergyhlthcr-avardis,The Manor at St. Luke Village,1711 East Broad Street,Hazelton,PA,18201-5697,US,2604,,Nancy Matyas,Staff hard working and show concern for residents and co workers can really feel good atmosphere,5,10/28/2025,Many thanks for the 5-star review! We truly appreciate your feedback.,11/12/2025,gmb,https://maps.google.com/maps?cid=15792902854454127792
synergyhlthcr-avardis,The Manor at St. Luke Village,1711 East Broad Street,Hazelton,PA,18201-5697,US,2604,,Marrisa,,4,10/28/2025,,,gmb,https://maps.google.com/maps?cid=15792902854454127792
synergyhlthcr-avardis,Starkville Manor Health Care and Rehabilitation,1001 Hospital Rd,Starkville,MS,39759-2125,US,2503,,Henry Brewer,Great wound care team excellent service,5,10/27/2025,Many thanks for the 5-star review! We truly appreciate your feedback.,11/12/2025,gmb,https://maps.google.com/maps?cid=10689748702764398361
synergyhlthcr-avardis,Starkville Manor Health Care and Rehabilitation,1001 Hospital Rd,Starkville,MS,39759-2125,US,2503,,Chris (Chris),Great place,5,10/25/2025,Many thanks for the 5-star review! We truly appreciate your feedback.,11/12/2025,gmb,https://maps.google.com/maps?cid=10689748702764398361
synergyhlthcr-avardis,Emerald Ridge Health and Rehabilitation,25 Reynolds Mountain Blvd,Asheville,NC,28804-1270,US,2556,,Joshua Robinson,"The Doctors, PA, Nurses, Threapy, CNAs, and housekeeping were simply amazing. I have zero complaints about them. My one huge complaint is the food. While I was there I had to spend hundreds on doordash because the food that's served is absolutely disgusting and if it was something edible you got a very small portion. The kitchen needs some serious help. They tried passing nasty black eye peas off as baked beans, I asked multiple times more than 15 times time for them to send me grits instead of oatmeal with my breakfast and they wouldn't. Also the timing of the meals was never the same. It could vary as much as 3 hours post the posted times meals where meant to be served.",3,10/25/2025,,,gmb,https://maps.google.com/maps?cid=4215589149897886275
synergyhlthcr-avardis,Wilora Lake Healthcare,6001 Wilora Lake Rd,Charlotte,NC,28212-2833,US,2565,,Salvatore Arnieri,"Yall lemme tell you… I came to visit my friend fully prepared to feel guilty and sad, but this place ruined that plan by actually being wonderful. The staff are ridiculously kind and somehow manage to juggle ten things at once while still remembering everyone’s name (and snack preferences). The nurses deserve an award for their patience — they’ve got the energy of a coffee shop on Monday morning and the compassion of a Hallmark movie. The building is clean, smells nice (which, let’s be honest, is rare in healthcare), and the residents actually “laugh” here. Like, real laughter — not the polite kind you do at family dinners. Every time I visit, I end up staying longer than I planned because it just feels good to be here. If every nursing facility ran like this one, people might actually look forward to aging. Five stars for making care look effortless — and for proving that kindness and sarcasm can happily coexist. The young lady at the front I believe she’s the social worker Shalimar, unbelievably kind with the warmest heart. AND the DOR there is literally the greatest to ever do it. enough said🙌🏽",5,10/24/2025,Wow!!! Thank you for the 5-star rating! Your support means the world to our team! Thank you for taking the time to recognize them and the results of their dedication and hard work!,10/29/2025,gmb,https://maps.google.com/maps?cid=12883400636958841292
synergyhlthcr-avardis,Starkville Manor Health Care and Rehabilitation,1001 Hospital Rd,Starkville,MS,39759-2125,US,2503,,Cory Haggard,,5,10/24/2025,,,gmb,https://maps.google.com/maps?cid=10689748702764398361
synergyhlthcr-avardis,Starkville Manor Health Care and Rehabilitation,1001 Hospital Rd,Starkville,MS,39759-2125,US,2503,,Bailey Tavel,,5,10/24/2025,,,gmb,https://maps.google.com/maps?cid=10689748702764398361
synergyhlthcr-avardis,Willowbrook Rehabilitation and Care,333 E Lee Ave,Yadkinville,NC,27055-8132,US,2564,,Michelle,My wive had a good experience with therapy.  Found nursing and administrative staff responsive and polite.  The Wound Doctor was helpful and knowledgeable.   Only thing was housekeeping could be more consistent.  Didn’t always come in room to clean.,5,10/24/2025,Thank you for the 5-star rating! We are committed to helping every person in our care reach new heights. Your support means the world to our team and we will talk to our environmental team about your comment as well!,10/29/2025,gmb,https://maps.google.com/maps?cid=13181415108160796263
synergyhlthcr-avardis,Starkville Manor Health Care and Rehabilitation,1001 Hospital Rd,Starkville,MS,39759-2125,US,2503,,Riley Jackson,"⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️
Starkville Manor has been such a blessing to our family. Placing my grandmother in a nursing home was something we approached with a lot of worry, but the staff here quickly eased our hearts. Everyone has been so kind, attentive, and patient with her, treating her with the same warmth and respect they would give their own family.

The activities offered have brought so much joy into her days — she lights up when she talks about what she’s done and who she’s spent time with. Seeing her engaged, smiling, and cared for has meant everything to us.

We are truly grateful for the compassion and dedication shown by the entire Starkville Manor team. Thank you for giving my grandmother not just care, but community and comfort. ❤️",5,10/24/2025,Many thanks for the 5-star review! We truly appreciate your feedback.,11/12/2025,gmb,https://maps.google.com/maps?cid=10689748702764398361
synergyhlthcr-avardis,Jamestown Health and Rehabilitation,1811 Jamestown Rd,Williamsburg,VA,23185-2326,US,2658,,Makayla Roberts,Jamestown health and rehab has helped me transition into my nursing role very well being a new grad. My coworkers are helpful when needed and we all work well as a team to give the residents the best patient care needed.,5,10/24/2025,Many thanks for the 5-star review! We truly appreciate your feedback.,11/12/2025,gmb,https://maps.google.com/maps?cid=2496657677262714810
synergyhlthcr-avardis,Ghent Health and Rehabilitation,3900 Llewellyn Ave,Norfolk,VA,23504-1203,US,2655,,Susanne,"This facility went from changing the name from consulate healthcare of norfolk to ghent health and rehab. How did a 1.8 rating jump to a 4.8 rating since the changing of the facility's name is beyond me? The foods that should be ideal temperature to eat are still room temperature/cold. Often the plates are cold.  Is there not a plate warmer to keep the plate to stay warm when serving a resident a meal? This has been going on for too long. Whomever in the kitchen that puts the food on the plates some of the vegetables especially the lima beans, has something very spicy on them.  CNA'S have attitude issues when providing a resident care. Where did the care and compassion go?  You're in the wrong field of work if you don't have care, compassion, dignity, respect to another human being. There's several CNA's that I do so look forward to seeing  that provide me awesome hands-on care with compassion, but there's few that don't.This is our home. I let the Nurses, Unit Managers, Director's of Nursing, Social Services and others of how I'm being treated and spoken to.  I'm sure everyone has problems/issues that may be going on outside of work, but don't bring it to the job and take such negative behaviors out on a residents, because should you do that to a resident they just may say things back to you that you may not like.  What happened to the dignity and respect. I'm quite sure staff and residents read the reviews and that's good, because I sure do. To the residents that may be getting the same done to them, I want you to know that your not alone. You can do something about it. If you don't speak up then it doesn't get investigated to get resolved from it happening again.
We all need to get along and have kindness to one another. By providing adequate residence care that makes a resident feel good and well cared for.
Respect to all that read this review and might reply too. May God bless and favor us all.",2,10/24/2025,,,gmb,https://maps.google.com/maps?cid=10233776105323789694
synergyhlthcr-avardis,Willowbrook Rehabilitation and Care,333 E Lee Ave,Yadkinville,NC,27055-8132,US,2564,,Jason Miles,,5,10/24/2025,,,gmb,https://maps.google.com/maps?cid=13181415108160796263
synergyhlthcr-avardis,Jamestown Health and Rehabilitation,1811 Jamestown Rd,Williamsburg,VA,23185-2326,US,2658,,Jewel Gatling,"I enjoy working here. The work environment is positive, professional, and encouraging — I couldn’t ask for a better place to build my career.",5,10/24/2025,Many thanks for the 5-star review! We truly appreciate your feedback.,11/12/2025,gmb,https://maps.google.com/maps?cid=2496657677262714810
synergyhlthcr-avardis,Starkville Manor Health Care and Rehabilitation,1001 Hospital Rd,Starkville,MS,39759-2125,US,2503,,Josh Hill,They took great care of my dad!,5,10/24/2025,Many thanks for the 5-star review! We truly appreciate your feedback.,11/12/2025,gmb,https://maps.google.com/maps?cid=10689748702764398361
synergyhlthcr-avardis,Ocean Springs Health and Rehabilitation Center,1199 Ocean Springs Rd,Ocean Springs,MS,39564-3421,US,2019,,Matt Minor,Thanks to an amazing staff in helping me get through the first two weeks of rehab. I love them all. -Mateo,5,10/24/2025,Many thanks for the 5-star review! We truly appreciate your feedback.,11/12/2025,gmb,https://maps.google.com/maps?cid=9456388844909393569
synergyhlthcr-avardis,Ghent Health and Rehabilitation,3900 Llewellyn Ave,Norfolk,VA,23504-1203,US,2655,,Ashley,"Ghent Health and Rehabilitation is a nice facility. The staff truly care and try to make the residents feel loved and cared for. They have a fantastic activities department that go above and beyond to keep residents engaged and active. There onsite physicians and therapy department is wonderful as well. They even have a dedicated hospice unit where they have staff who are trained in end of life care. Very impressed with all the positive things I see at Ghent Health. Also, the man who greets everyone Mr. Bill,  he is such a wonderful man, kind and humble! I look forward to seeing him!
Update 10/2025: I have seen so much improvement across the board since Ghent has had new ownership. They are making huge upgrades and improvements to every unit. They have a lot of new staff as well. The staff are friendly, they make a point to say hello and make you feel welcome. I am truly excited for the residents and their new home. Great things are happening here and I feel lucky to witness it.",5,10/24/2025,Thank you for the 5-star rating! We are committed to helping every person in our care reach new heights. Your support means the world to our team!,6/30/2025,gmb,https://maps.google.com/maps?cid=10233776105323789694
